68.0;35.175;983.975;23.0
76.15;38.3;973.95;23.0
58.025;31.75;987.075;23.0
54.575;47.325;976.375;23.0
50.475;53.875;977.875;23.0
60.95;39.15;980.55;23.0
56.55;35.3;980.325;23.0
66.45;47.375;981.425;23.0
52.85;38.825;977.225;23.0
78.075;45.6;979.075;23.0
69.975;35.95;980.0;23.0
48.775;26.975;978.35;23.0
55.625;44.0;980.95;23.0
60.05;40.6;975.6;23.0
61.625;37.675;981.325;23.0
61.55;39.1;975.875;23.0
55.775;62.725;981.325;23.0
70.6;32.775;977.7;23.0
52.325;39.5;980.475;23.0
59.975;62.5;983.1;23.0
56.55;48.375;983.725;22.0
68.225;47.625;983.225;22.0
49.6;45.0;981.5;22.0
57.625;43.875;977.6;22.0
58.725;30.375;987.125;22.0
56.7;44.8;986.65;22.0
66.15;42.775;976.125;22.0
57.3;31.375;985.7;22.0
60.7;42.8;989.275;22.0
60.275;48.45;975.875;22.0
65.225;51.875;992.075;22.0
50.125;51.725;976.025;22.0
56.25;47.8;978.05;22.0
69.05;32.8;985.55;22.0
57.775;41.475;980.575;22.0
58.75;48.075;986.925;22.0
57.3;37.675;979.8;22.0
65.925;43.775;988.75;22.0
58.625;50.6;977.2;22.0
64.475;64.85;975.65;22.0
57.375;31.125;983.55;21.0
71.65;34.4;976.025;21.0
57.5;39.15;976.85;21.0
61.9;36.575;975.65;21.0
59.2;40.1;985.7;21.0
58.525;43.525;973.225;21.0
67.55;46.05;973.55;21.0
59.575;39.925;985.8;21.0
64.65;32.725;977.075;21.0
55.25;28.025;976.2;21.0
62.275;28.8;978.2;21.0
58.175;38.7;983.2;21.0
59.925;29.925;973.1;21.0
58.1;41.2;975.25;21.0
64.025;30.25;984.575;21.0
48.95;27.475;977.725;21.0
69.525;35.1;973.275;21.0
67.675;21.0;980.15;21.0
69.925;29.3;981.2;21.0
67.15;30.55;972.375;21.0
58.575;54.175;983.575;21.0
62.1;49.825;971.8;21.0
66.35;49.1;980.975;21.0
71.75;32.025;986.775;21.0
66.575;50.35;970.425;21.0
67.6;47.2;985.1;21.0
72.5;44.7;973.625;21.0
60.725;41.275;983.2;21.0
75.75;37.575;982.0;21.0
62.8;48.7;967.5;21.0
62.15;59.35;979.925;21.0
62.525;52.85;981.275;21.0
57.575;47.825;976.25;21.0
65.85;33.95;984.575;21.0
67.975;44.9;973.925;21.0
65.1;57.175;975.975;21.0
66.625;44.5;990.675;21.0
60.7;40.1;970.1;21.0
68.65;39.275;980.475;21.0
60.2;46.15;976.475;21.0
67.175;30.05;980.4;20.0
61.225;34.075;980.325;20.0
62.45;31.8;974.6;20.0
74.225;25.175;976.675;20.0
62.425;38.325;980.875;20.0
51.725;45.525;979.875;20.0
70.0;44.125;976.325;20.0
57.925;48.125;976.025;20.0
59.0;29.025;983.3;20.0
64.9;38.475;976.35;20.0
58.525;28.525;976.975;20.0
72.425;32.075;982.725;20.0
58.4;41.15;977.65;20.0
62.575;29.825;976.05;20.0
66.2;47.675;979.875;20.0
48.7;44.0;977.425;20.0
69.825;37.6;966.65;20.0
53.125;29.925;990.9;20.0
68.525;37.625;972.6;20.0
67.75;36.475;975.9;20.0
